,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"800 LOCUST AVE, Charlottesville, VA",38.035277,-78.468772,1,range_interpolation,800,Locust Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 JEFFERSON ST, Charlottesville, VA",38.029733,-78.472753,1,range_interpolation,1000,Jefferson St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 CHERRY AVE, Charlottesville, VA",38.026722,-78.497519,1,rooftop,1000,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"400 QUARRY RD, Charlottesville, VA",38.014526,-78.473591,1,range_interpolation,400,Quarry Rd,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"2400 JEFFERSON PARK AVE, Charlottesville, VA",38.023231,-78.514402,1,rooftop,2400,Jefferson Park Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"100 9TH ST SE, Charlottesville, VA",38.032749,-78.494765,0.9,range_interpolation,100,9th St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 EMMET ST, Charlottesville, VA",38.057817,-78.493732,0.9,rooftop,1600,Emmet St N,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"400 GARRETT ST, Charlottesville, VA",38.027754,-78.481638,1,rooftop,400,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"NA 10TH ST SW / CHERRY AVE, Charlottesville, VA",38.028479,-78.496939,1,intersection,,10th St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 4TH ST NW, Charlottesville, VA",38.033577,-78.485453,1,range_interpolation,400,4th St NW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"900 HENRY AVE, Charlottesville, VA",38.038906,-78.48683,1,rooftop,900,Henry Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1300 RIVERDALE DR, Charlottesville, VA",38.035166,-78.461418,1,range_interpolation,1300,Riverdale Dr,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 9TH ST SW, Charlottesville, VA",38.030035,-78.494688,1,rooftop,300,9th St SW,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"700 RIDGE ST, Charlottesville, VA",38.024669,-78.48988,1,range_interpolation,700,Ridge St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1200 LEE ST, Charlottesville, VA",38.031726,-78.498276,1,range_interpolation,1200,Lee St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1300 E MARKET ST, Charlottesville, VA",38.026214,-78.467407,1,range_interpolation,1300,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 ST CLAIR AVE, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 DRUID AVE, Charlottesville, VA",38.020283,-78.484082,1,range_interpolation,600,Druid Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"900 EMMET ST S, Charlottesville, VA",38.048623,-78.503011,0.8,rooftop,900,Emmet St N,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"700 ROCKLAND AVE, Charlottesville, VA",38.017903,-78.48365,1,rooftop,700,Rockland Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2100 MICHIE DR, Charlottesville, VA",38.065057,-78.48225,1,rooftop,2100,Michie Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"2000 HOLIDAY DR, Charlottesville, VA",38.057743,-78.491336,1,rooftop,2000,Holiday Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1000 BELMONT AVE, Charlottesville, VA",38.022736,-78.473958,1,rooftop,1000,Belmont Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2200 FONTAINE AVE, Charlottesville, VA",38.026076,-78.515987,1,range_interpolation,2200,Fontaine Ave,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"700 STONEHENGE AVE, Charlottesville, VA",38.018501,-78.482394,1,range_interpolation,700,Stonehenge Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"2000 STADIUM RD, Charlottesville, VA",38.02842,-78.514475,1,rooftop,2000,Stadium Rd,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"500 CHERRY AVE, Charlottesville, VA",38.02629,-78.491051,1,rooftop,500,Cherry Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"900 RIVES ST, Charlottesville, VA",38.017745,-78.46969,1,rooftop,900,Rives St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"500 2ND ST SE, Charlottesville, VA",38.03427,-78.478722,0.8,rooftop,500,2nd St NE,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"300 E MAIN ST, Charlottesville, VA",38.029931,-78.48003,1,rooftop,300,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"300 7 1/2 ST SW, Charlottesville, VA",38.029801,-78.491318,1,range_interpolation,300,7 1/2 St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"400 RIVERSIDE AVE, Charlottesville, VA",38.026902,-78.454841,1,rooftop,400,Riverside Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1600 EMMET ST N, Charlottesville, VA",38.057817,-78.493732,1,rooftop,1600,Emmet St N,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"700 GRAVES ST, Charlottesville, VA",38.026906,-78.476687,1,rooftop,700,Graves St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"100 CARLTON RD, Charlottesville, VA",38.026723,-78.468572,1,rooftop,100,Carlton Rd,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"900 RIVES ST, Charlottesville, VA",38.017745,-78.46969,1,rooftop,900,Rives St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"200 FAIRWAY AVE, Charlottesville, VA",38.024714,-78.463696,1,range_interpolation,200,Fairway Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 E HIGH ST, Charlottesville, VA",38.031252,-78.475207,1,rooftop,800,E High St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"NA MONTICELLO AVE / 6TH ST SE, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"300 7 1/2 ST SW, Charlottesville, VA",38.029801,-78.491318,1,range_interpolation,300,7 1/2 St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1400 SUNRISE PARK LN, Charlottesville, VA",38.020972,-78.467448,0.81,nearest_rooftop_match,1404,Sunrise Park Ln,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"300 E MAIN ST, Charlottesville, VA",38.029931,-78.48003,1,rooftop,300,E Main St,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"800 PAGE ST, Charlottesville, VA",38.0342,-78.490023,1,range_interpolation,800,Page St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 EMMET ST N, Charlottesville, VA",38.057817,-78.493732,1,rooftop,1600,Emmet St N,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1300 RIVERDALE DR, Charlottesville, VA",38.035166,-78.461418,1,range_interpolation,1300,Riverdale Dr,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"400 ELLIOTT AVE, Charlottesville, VA",38.022593,-78.48463,1,range_interpolation,400,Elliott Ave,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 ESTES ST, Charlottesville, VA",38.030837,-78.492632,1,range_interpolation,800,Estes St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"800 MAIN ST, Charlottesville, VA",38.031848,-78.490814,0.9,range_interpolation,800,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 LONGWOOD DR, Charlottesville, VA",38.015538,-78.504415,1,range_interpolation,100,Longwood Dr,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"NA HYDRAULIC RD @ EMMET ST, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 JOHN W WARNER, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 ELLIEWOOD AVE, Charlottesville, VA",38.03573,-78.500873,1,rooftop,100,Elliewood Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"100 MADISON LN, Charlottesville, VA",38.036242,-78.502401,1,range_interpolation,100,Madison Ln,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1500 UNIVERSITY AVE, Charlottesville, VA",38.034988,-78.500296,0.72,nearest_rooftop_match,1501,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"1200 HOLMES AVE, Charlottesville, VA",38.045976,-78.460828,1,rooftop,1200,Holmes Ave,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"400 ROOSEVELT BROWN BLVD, Charlottesville, VA",38.029384,-78.495567,0.71,nearest_rooftop_match,403,Roosevelt Brown Blvd,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"800 HARDY DR, Charlottesville, VA",38.033559,-78.490241,1,range_interpolation,800,Hardy Dr,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 14TH ST NW, Charlottesville, VA",38.034122,-78.499326,1,rooftop,100,14th St NW,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"200 W WATER ST, Charlottesville, VA",38.030184,-78.482828,1,rooftop,200,W Water St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"100 GARRETT ST, Charlottesville, VA",38.029242,-78.484014,1,range_interpolation,100,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"200 14TH ST NW, Charlottesville, VA",38.034794,-78.498909,1,rooftop,200,14th St NW,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1000 ALTAVISTA AVE, Charlottesville, VA",38.018098,-78.477234,1,rooftop,1000,Altavista Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"400 RIDGE MCINTIRE RD, Charlottesville, VA",38.03264,-78.484434,1,range_interpolation,400,Ridge Mcintire Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1900 THOMSON RD, Charlottesville, VA",38.036689,-78.50784,1,range_interpolation,1900,Thomson Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"700 PROSPECT AVE, Charlottesville, VA",38.024646,-78.494399,1,rooftop,700,Prospect Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"500 CLEVELAND AVE, Charlottesville, VA",38.017072,-78.498455,1,rooftop,500,Cleveland Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"1700 HYDRAULIC RD, Charlottesville, VA",38.058532,-78.488855,1,range_interpolation,1700,Hydraulic Rd,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"1500 UNIVERSITY AVE, Charlottesville, VA",38.034988,-78.500296,0.72,nearest_rooftop_match,1501,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"1300 E MARKET ST, Charlottesville, VA",38.026214,-78.467407,1,range_interpolation,1300,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"100 BURNET ST, Charlottesville, VA",38.02393,-78.487254,1,rooftop,100,Burnet St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"700 HARRIS ST, Charlottesville, VA",38.03575,-78.484068,1,rooftop,700,Harris St,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"100 LANKFORD AVE, Charlottesville, VA",38.021191,-78.487098,1,rooftop,100,Lankford Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2200 GREENBRIER DR, Charlottesville, VA",38.062023,-78.469685,1,rooftop,2200,Greenbrier Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"1300 CARLTON AVE, Charlottesville, VA",38.022084,-78.469217,1,rooftop,1300,Carlton Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1500 UNIVERSITY AVE, Charlottesville, VA",38.034988,-78.500296,0.72,nearest_rooftop_match,1501,University Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"500 GARRETT ST, Charlottesville, VA",38.027836,-78.479737,1,range_interpolation,500,Garrett St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"NA PRESTON AVE / 10TH ST NW, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"700 PROSPECT AVE, Charlottesville, VA",38.024646,-78.494399,1,rooftop,700,Prospect Ave,,,Charlottesville,VA,Albemarle County,22903,US,Virginia Geographic Information Network (VGIN)
"800 6TH ST SE, Charlottesville, VA",38.024489,-78.480922,1,rooftop,800,6th St SE,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"2000 MORTON DR, Charlottesville, VA",38.055945,-78.494575,1,rooftop,2000,Morton Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"NA UNIVERSITY CIR, Charlottesville, VA",38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1900 THOMSON RD, Charlottesville, VA",38.036689,-78.50784,1,range_interpolation,1900,Thomson Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"300 PATON ST, Charlottesville, VA",38.028642,-78.502585,1,range_interpolation,300,Paton St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"100 W MARKET ST, Charlottesville, VA",38.031682,-78.481145,0.8,range_interpolation,100,Market St,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1500 DAIRY RD, Charlottesville, VA",38.052849,-78.48642,1,range_interpolation,1500,Dairy Rd,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1400 SHORT 18TH ST, Charlottesville, VA",38.026538,-78.462371,1,rooftop,1400,Short 18th St,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"1100 5TH ST SW, Charlottesville, VA",38.014495,-78.50005,1,range_interpolation,1100,5th St SW,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 250 BYPASS, Charlottesville, VA",38.026588,-78.48045,0.33,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
"1500 ROSA TER, Charlottesville, VA",38.019814,-78.486029,1,range_interpolation,1500,Rosa Ter,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"1000 HOLMES AVE, Charlottesville, VA",38.042693,-78.465159,1,range_interpolation,1000,Holmes Ave,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"1000 BELMONT AVE, Charlottesville, VA",38.022736,-78.473958,1,rooftop,1000,Belmont Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"400 RIVERSIDE AVE, Charlottesville, VA",38.026902,-78.454841,1,rooftop,400,Riverside Ave,,,Charlottesville,VA,Albemarle County,22902,US,City of Charlottesville
"600 E MARKET ST, Charlottesville, VA",38.030267,-78.477549,1,range_interpolation,600,Market St E,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 PRESTON AVE, Charlottesville, VA",38.036342,-78.488528,1,rooftop,800,Preston Ave,,,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
"1100 RIVER RD, Charlottesville, VA",38.038632,-78.456902,1,range_interpolation,1100,River Rd,,,Charlottesville,VA,Albemarle County,22902,US,TIGER/Line® dataset from the US Census Bureau
"800 W MAIN ST, Charlottesville, VA",38.031848,-78.490814,1,range_interpolation,800,W Main St,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"2000 INDIA RD, Charlottesville, VA",38.062224,-78.487973,1,range_interpolation,2000,India Rd,,,Charlottesville,VA,Albemarle County,22901,US,TIGER/Line® dataset from the US Census Bureau
"1400 SUNRISE PARK LN, Charlottesville, VA",38.020972,-78.467448,0.81,nearest_rooftop_match,1404,Sunrise Park Ln,,,Charlottesville,VA,Albemarle County,22902,US,Virginia Geographic Information Network (VGIN)
"100 OLINDA DR, Charlottesville, VA",38.023796,-78.49979,1,rooftop,100,Olinda Dr,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
"NA 5TH ST SW / CHERRY AVE, Charlottesville, VA",38.026811,-78.490286,1,intersection,,5th St SW,,,Charlottesville,VA,Albemarle County,22903,US,TIGER/Line® dataset from the US Census Bureau
"1600 6TH ST SE, Charlottesville, VA",38.016682,-78.485939,1,rooftop,1600,6th St SE,,,Charlottesville,VA,Albemarle County,22901,US,City of Charlottesville
